Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,10026,2022-02-24,-0.017184359,0.0420594286,0.0406885695,21,100
Market-Adjusted Model,10028,2022-02-24,0.0121359223,0.0698338149,0.0700088508,21,100
Market-Adjusted Model,10032,2022-02-24,0.0473530532,0.1058526946,0.1052259817,21,100
Market-Adjusted Model,10044,2022-02-24,-0.06903423,-0.010398813,-0.011161301,21,100
Market-Adjusted Model,10051,2022-02-24,0.1159505592,0.1714343647,0.1738234877,21,100
Market-Adjusted Model,10065,2022-02-24,-0.060154314,-0.002260281,-0.002281386,21,100
Market-Adjusted Model,10066,2022-02-24,-0.039215686,0.0230752651,0.0186572422,21,100
Market-Adjusted Model,10104,2022-02-24,-0.051243966,0.0093798243,0.0066289627,21,100
Market-Adjusted Model,10107,2022-02-24,-0.060345401,0.0001331248,-0.002472472,21,100
Market-Adjusted Model,10113,2022-02-24,-0.124970414,-0.070556492,-0.067097486,21,100
Market-Adjusted Model,10138,2022-02-24,-0.083950291,-0.026769016,-0.026077362,21,100
Market-Adjusted Model,10145,2022-02-24,-0.047333179,0.0116411341,0.0105397492,21,100
Market-Adjusted Model,10158,2022-02-24,0.5382178218,0.5161299351,0.5960907503,21,100
Market-Adjusted Model,10200,2022-02-24,-0.103372778,-0.037939618,-0.045499849,21,100
Market-Adjusted Model,10207,2022-02-24,0.0431137725,0.1003395094,0.100986701,21,100
Market-Adjusted Model,10220,2022-02-24,0.2133945031,0.260956995,0.2712674316,21,100
Market-Adjusted Model,10232,2022-02-24,0.0083137366,0.0649980979,0.0661866651,21,100
Market-Adjusted Model,10252,2022-02-24,-0.04139035,0.0192162171,0.0164825786,21,100
Market-Adjusted Model,10253,2022-02-24,0.3883898452,0.5774992,0.4462627737,21,100
Market-Adjusted Model,10257,2022-02-24,-0.084246971,-0.015065943,-0.026374042,21,100
Market-Adjusted Model,10258,2022-02-24,0.0015903308,0.0743480516,0.0594632593,21,100
Market-Adjusted Model,10294,2022-02-24,-0.014693172,0.0488667778,0.0431797565,21,100
Market-Adjusted Model,10308,2022-02-24,-0.021305587,0.0392971489,0.036567342,21,100
Market-Adjusted Model,10318,2022-02-24,-0.032636519,0.0268257568,0.0252364097,21,100
Market-Adjusted Model,10333,2022-02-24,0.3343527013,0.3598372104,0.3922256298,21,100
Market-Adjusted Model,10355,2022-02-24,-0.030774594,0.0290112609,0.0270983342,21,100
Market-Adjusted Model,10382,2022-02-24,-0.223938622,-0.186997335,-0.166065693,21,100
Market-Adjusted Model,10397,2022-02-24,-0.031285682,0.0266829136,0.0265872469,21,100
Market-Adjusted Model,10421,2022-02-24,-0.228937729,-0.181021327,-0.1710648,21,100
Market-Adjusted Model,10443,2022-02-24,0.0290299315,0.0880169259,0.08690286,21,100
Market-Adjusted Model,10463,2022-02-24,0.6466431095,0.6139686903,0.7045160381,21,100
Market-Adjusted Model,10501,2022-02-24,0.0618390393,0.127662957,0.1197119678,21,100
Market-Adjusted Model,10514,2022-02-24,-0.101204819,-0.044781547,-0.043331891,21,100
Market-Adjusted Model,10516,2022-02-24,0.099361064,0.1540673534,0.1572339925,21,100
Market-Adjusted Model,10517,2022-02-24,-0.291276865,-0.26226122,-0.233403936,21,100
Market-Adjusted Model,10530,2022-02-24,-0.05939124,-0.001263948,-0.001518311,21,100
Market-Adjusted Model,10547,2022-02-24,-0.022948207,0.0523265811,0.0349247213,21,100
Market-Adjusted Model,10550,2022-02-24,-0.296363636,-0.269578074,-0.238490708,21,100
Market-Adjusted Model,10606,2022-02-24,-0.071512619,-0.010536272,-0.01363969,21,100
Market-Adjusted Model,10629,2022-02-24,-0.071887379,-0.012070077,-0.01401445,21,100
Market-Adjusted Model,10645,2022-02-24,-0.05879422,0.0000478841,-0.000921292,21,100
Market-Adjusted Model,10649,2022-02-24,-0.093319333,-0.026757621,-0.035446405,21,100
Market-Adjusted Model,10661,2022-02-24,0.0452961672,0.1123999296,0.1031690958,21,100
Market-Adjusted Model,10693,2022-02-24,0.0936444087,0.1486838364,0.1515173372,21,100
Market-Adjusted Model,10696,2022-02-24,-0.045107494,0.0137049222,0.012765434,21,100
Market-Adjusted Model,10777,2022-02-24,-0.123243953,-0.064745118,-0.065371024,21,100
Market-Adjusted Model,10779,2022-02-24,0.004048583,0.0697198163,0.0619215115,21,100
Market-Adjusted Model,10781,2022-02-24,-0.011341223,0.0466718482,0.0465317056,21,100
Market-Adjusted Model,10812,2022-02-24,-0.011764706,0.0460585699,0.0461082226,21,100
Market-Adjusted Model,10860,2022-02-24,-0.24137931,-0.211452532,-0.183506382,21,100
Market-Adjusted Model,10866,2022-02-24,-0.136150235,-0.07346795,-0.078277306,21,100
Market-Adjusted Model,10874,2022-02-24,-0.026881919,0.0400108172,0.03099101,21,100
Market-Adjusted Model,10886,2022-02-24,-0.253488372,-0.201041048,-0.195615444,21,100
Market-Adjusted Model,10890,2022-02-24,0.1836734694,0.234774306,0.2415463979,21,100
Market-Adjusted Model,10892,2022-02-24,-0.047333957,0.0131565879,0.0105389715,21,100
Market-Adjusted Model,10901,2022-02-24,0.0084328169,0.0686427243,0.0663057454,21,100
Market-Adjusted Model,10909,2022-02-24,0.010320478,0.0671231439,0.0681934065,21,100
Market-Adjusted Model,10932,2022-02-24,-0.115235636,-0.054151777,-0.057362707,21,100
Market-Adjusted Model,10933,2022-02-24,0.0066830536,0.0665424561,0.0645559821,21,100
Market-Adjusted Model,10952,2022-02-24,0.2582735522,0.3014738673,0.3161464807,21,100
Market-Adjusted Model,10966,2022-02-24,-0.042744657,0.0385061608,0.0151282716,21,100
Market-Adjusted Model,11006,2022-02-24,-0.074303406,-0.016196631,-0.016430477,21,100
Market-Adjusted Model,11018,2022-02-24,-0.181201178,-0.129829583,-0.12332825,21,100
Market-Adjusted Model,11043,2022-02-24,0.0007107321,0.0629769537,0.0585836606,21,100
Market-Adjusted Model,11144,2022-02-24,0.1703260146,0.2194321154,0.2281989432,21,100
Market-Adjusted Model,11154,2022-02-24,-0.052489177,0.0176149828,0.005383751,21,100
Market-Adjusted Model,11174,2022-02-24,-0.043216289,0.0308782324,0.0146566393,21,100
Market-Adjusted Model,11203,2022-02-24,-0.190141765,-0.13334374,-0.132268837,21,100
Market-Adjusted Model,11208,2022-02-24,-0.072727273,-0.014050941,-0.014854344,21,100
Market-Adjusted Model,11264,2022-02-24,-0.234480032,-0.154371544,-0.176607103,21,100
Market-Adjusted Model,11267,2022-02-24,0.0520402129,0.1112496206,0.1099131414,21,100
Market-Adjusted Model,11275,2022-02-24,-0.009771987,0.053286735,0.0481009415,21,100
Market-Adjusted Model,11285,2022-02-24,-0.063825184,-0.002935274,-0.005952255,21,100
Market-Adjusted Model,11292,2022-02-24,0.0320591862,0.0938498904,0.0899321147,21,100
Market-Adjusted Model,11293,2022-02-24,-0.070838881,-0.010748927,-0.012965953,21,100
Market-Adjusted Model,11308,2022-02-24,-0.066451613,-0.009199503,-0.008578684,21,100
Market-Adjusted Model,11343,2022-02-24,-0.011112945,0.0459400107,0.0467599836,21,100
Market-Adjusted Model,11368,2022-02-24,-0.213734851,-0.165799222,-0.155861923,21,100
Market-Adjusted Model,11369,2022-02-24,-0.041779707,0.019729364,0.0160932215,21,100
Market-Adjusted Model,11370,2022-02-24,0.0343613576,0.0960368905,0.0922342861,21,100
Market-Adjusted Model,11394,2022-02-24,-0.290615188,-0.270880486,-0.232742259,21,100
Market-Adjusted Model,11397,2022-02-24,-0.066226317,-0.008915226,-0.008353388,21,100
Market-Adjusted Model,11403,2022-02-24,0.0073464986,0.0741957745,0.0652194271,21,100
Market-Adjusted Model,11404,2022-02-24,0.0453453777,0.1035892757,0.1032183062,21,100
Market-Adjusted Model,11407,2022-02-24,-0.083820663,-0.024417329,-0.025947734,21,100
Market-Adjusted Model,11442,2022-02-24,-0.029353967,0.0295909028,0.0285189614,21,100
Market-Adjusted Model,11481,2022-02-24,0.5273980118,0.5752608407,0.5852709403,21,100
Market-Adjusted Model,11499,2022-02-24,-0.039792388,0.0239114531,0.018080541,21,100
Market-Adjusted Model,11511,2022-02-24,0.315625,0.4352091443,0.3734979285,21,100
Market-Adjusted Model,11533,2022-02-24,-0.060236497,0.0012271594,-0.002363569,21,100
Market-Adjusted Model,11547,2022-02-24,-0.010511159,0.0495053158,0.0473617694,21,100
Market-Adjusted Model,11565,2022-02-24,-0.062588235,-0.000061212,-0.004715307,21,100
Market-Adjusted Model,11581,2022-02-24,0.0923943662,0.1491509133,0.1502672947,21,100
Market-Adjusted Model,11587,2022-02-24,0.1484773535,0.1991540479,0.2063502821,21,100
Market-Adjusted Model,11593,2022-02-24,0.0231335436,0.0810646291,0.0810064722,21,100
Market-Adjusted Model,11600,2022-02-24,-0.043773585,0.0197043597,0.0140993436,21,100
Market-Adjusted Model,11618,2022-02-24,0.0158522939,0.0745383971,0.0737252224,21,100
Market-Adjusted Model,11628,2022-02-24,-0.06794331,-0.008957961,-0.010070381,21,100
Market-Adjusted Model,11636,2022-02-24,-0.390519187,-0.395419407,-0.332646259,21,100
Market-Adjusted Model,11644,2022-02-24,0.3595658073,0.3768607124,0.4174387358,21,100
Market-Adjusted Model,11654,2022-02-24,-0.170454545,-0.124603299,-0.112581617,21,100
Market-Adjusted Model,11664,2022-02-24,-0.145035691,-0.080284242,-0.087162763,21,100
Market-Adjusted Model,11674,2022-02-24,0.061452514,0.1190280653,0.1193254425,21,100
Market-Adjusted Model,11691,2022-02-24,0.1719947381,0.2269263769,0.2298676666,21,100
Market-Adjusted Model,11701,2022-02-24,0.0692951016,0.1296766356,0.1271680301,21,100
Market-Adjusted Model,11731,2022-02-24,-0.048674589,0.0112767828,0.0091983399,21,100
Market-Adjusted Model,11748,2022-02-24,-0.019889609,0.0422974483,0.0379833199,21,100
Market-Adjusted Model,11752,2022-02-24,-0.010476044,0.0577107544,0.0473968848,21,100
Market-Adjusted Model,11762,2022-02-24,-0.016435644,0.0458944671,0.041437285,21,100
Market-Adjusted Model,11775,2022-02-24,-0.049846807,0.009510851,0.008026122,21,100
Market-Adjusted Model,11786,2022-02-24,-0.150725687,-0.086514069,-0.092852759,21,100
Market-Adjusted Model,11790,2022-02-24,0.0702075702,0.1262468653,0.1280804987,21,100
Market-Adjusted Model,11803,2022-02-24,-0.1014402,-0.044826674,-0.043567272,21,100
Market-Adjusted Model,11809,2022-02-24,0.1349758972,0.1900757152,0.1928488257,21,100
Market-Adjusted Model,11825,2022-02-24,-0.018263632,0.0457448354,0.039609297,21,100
Market-Adjusted Model,11844,2022-02-24,-0.059483726,-0.002515258,-0.001610798,21,100
Market-Adjusted Model,11845,2022-02-24,-0.198391089,-0.147613235,-0.140518161,21,100
Market-Adjusted Model,11850,2022-02-24,0.0753905503,0.1342824984,0.1332634789,21,100
Market-Adjusted Model,11884,2022-02-24,-0.155828345,-0.106518913,-0.097955417,21,100
Market-Adjusted Model,11891,2022-02-24,-0.133632672,-0.072296428,-0.075759744,21,100
Market-Adjusted Model,11955,2022-02-24,0.0434033758,0.1025038108,0.1012763043,21,100
Market-Adjusted Model,11990,2022-02-24,-0.192788686,-0.141940656,-0.134915757,21,100
Market-Adjusted Model,11995,2022-02-24,-0.179688184,-0.097190278,-0.121815255,21,100
Market-Adjusted Model,11996,2022-02-24,-0.079130632,-0.022863751,-0.021257703,21,100
Market-Adjusted Model,12008,2022-02-24,0.0275128795,0.0937778955,0.0853858081,21,100
Market-Adjusted Model,12009,2022-02-24,0.2505307856,0.2989021637,0.3084037141,21,100
Market-Adjusted Model,12015,2022-02-24,0.067815933,0.1258867772,0.1256888615,21,100
Market-Adjusted Model,12017,2022-02-24,-0.22962963,-0.194427066,-0.171756701,21,100
Market-Adjusted Model,12034,2022-02-24,0.0851211073,0.1397150624,0.1429940358,21,100
Market-Adjusted Model,12035,2022-02-24,0.0340517303,0.0930182966,0.0919246588,21,100
Market-Adjusted Model,12036,2022-02-24,0.1243392042,0.1771127628,0.1822121327,21,100
Market-Adjusted Model,12039,2022-02-24,-0.008721965,0.0494441094,0.0491509632,21,100
Market-Adjusted Model,12049,2022-02-24,0.44375,0.4482502794,0.5016229285,21,100
Market-Adjusted Model,12052,2022-02-24,0.0982001306,0.153972772,0.1560730591,21,100
Market-Adjusted Model,12054,2022-02-24,-0.065889286,-0.005435273,-0.008016357,21,100
Market-Adjusted Model,12059,2022-02-24,-0.003781583,0.0531528785,0.0540913455,21,100
Market-Adjusted Model,12060,2022-02-24,-0.079492749,-0.018009649,-0.021619821,21,100
Market-Adjusted Model,12062,2022-02-24,-0.043028146,0.015362474,0.0148447823,21,100
Market-Adjusted Model,12064,2022-02-24,-0.004866684,0.0518519268,0.0530062446,21,100
Market-Adjusted Model,12065,2022-02-24,0.0337162765,0.09027635,0.091589205,21,100
Market-Adjusted Model,12066,2022-02-24,0.1966527197,0.2492086795,0.2545256482,21,100
Market-Adjusted Model,12068,2022-02-24,-0.076426722,-0.016080348,-0.018553794,21,100
Market-Adjusted Model,12070,2022-02-24,0.2974273924,0.3265383648,0.355300321,21,100
Market-Adjusted Model,12073,2022-02-24,-0.036705882,0.0284849065,0.0211670462,21,100
Market-Adjusted Model,12075,2022-02-24,-0.089697524,-0.034637356,-0.031824595,21,100
Market-Adjusted Model,12076,2022-02-24,-0.19239905,-0.141818965,-0.134526121,21,100
Market-Adjusted Model,12078,2022-02-24,-0.073303578,-0.013801574,-0.01543065,21,100
Market-Adjusted Model,12082,2022-02-24,-0.176618705,-0.107679393,-0.118745777,21,100
Market-Adjusted Model,12084,2022-02-24,-0.108774009,-0.044388795,-0.05090108,21,100
Market-Adjusted Model,12098,2022-02-24,-0.149228845,-0.100844624,-0.091355917,21,100
Market-Adjusted Model,12103,2022-02-24,-0.032837238,0.0242306635,0.025035691,21,100
Market-Adjusted Model,12105,2022-02-24,0.0069814441,0.0669819653,0.0648543726,21,100
Market-Adjusted Model,12109,2022-02-24,0.0256944444,0.086995151,0.083567373,21,100
Market-Adjusted Model,12146,2022-02-24,0.0328697851,0.0967917467,0.0907427136,21,100
Market-Adjusted Model,12166,2022-02-24,0.0536779324,0.1130183829,0.1115508609,21,100
Market-Adjusted Model,12189,2022-02-24,-0.046575342,0.0125971704,0.0112975861,21,100
Market-Adjusted Model,12209,2022-02-24,0.35,0.3909334311,0.4078729285,21,100
Market-Adjusted Model,12211,2022-02-24,0.1003456393,0.155428336,0.1582185679,21,100
Market-Adjusted Model,12219,2022-02-24,-0.156764381,-0.11074442,-0.098891452,21,100
Market-Adjusted Model,12226,2022-02-24,-0.017861667,0.0442760869,0.0400112614,21,100
Market-Adjusted Model,12266,2022-02-24,-0.085371703,-0.018140685,-0.027498774,21,100
Market-Adjusted Model,12287,2022-02-24,-0.06085882,-0.004111461,-0.002985891,21,100
Market-Adjusted Model,12289,2022-02-24,-0.03161685,0.0249462858,0.0262560782,21,100
Market-Adjusted Model,12292,2022-02-24,0.0298075285,0.0880817094,0.087680457,21,100
Market-Adjusted Model,12293,2022-02-24,-0.142119701,-0.08873525,-0.084246772,21,100
Market-Adjusted Model,12294,2022-02-24,-0.07424518,-0.016126125,-0.016372252,21,100
Market-Adjusted Model,12295,2022-02-24,-0.037537438,0.0200670254,0.0203354909,21,100
Market-Adjusted Model,12296,2022-02-24,0.0076370945,0.0662648922,0.065510023,21,100
Market-Adjusted Model,12297,2022-02-24,-0.019268083,0.0400394916,0.0386048451,21,100
Market-Adjusted Model,12301,2022-02-24,-0.004286152,0.0547111522,0.0535867769,21,100
Market-Adjusted Model,12302,2022-02-24,-0.015277836,0.0442122717,0.0425950923,21,100
Market-Adjusted Model,12303,2022-02-24,-0.038924524,0.0208399494,0.0189484041,21,100
Market-Adjusted Model,12304,2022-02-24,-0.026362526,0.0334095292,0.0315104022,21,100
Market-Adjusted Model,12305,2022-02-24,-0.056310164,0.0013272585,0.0015627642,21,100
Market-Adjusted Model,12307,2022-02-24,0.1515151515,0.2356169731,0.20938808,21,100
Market-Adjusted Model,12308,2022-02-24,-0.077144077,-0.020226745,-0.019271148,21,100
Market-Adjusted Model,12310,2022-02-24,0.4444444444,0.4735778382,0.502317373,21,100
Market-Adjusted Model,12313,2022-02-24,-0.058283395,-0.000621256,-0.000410466,21,100
Market-Adjusted Model,12314,2022-02-24,-0.077041819,-0.018948279,-0.01916889,21,100
Market-Adjusted Model,12315,2022-02-24,-0.038028556,0.0196470531,0.0198443728,21,100
Market-Adjusted Model,12316,2022-02-24,-0.054966107,0.0030009892,0.0029068218,21,100
Market-Adjusted Model,12317,2022-02-24,-0.038083472,0.0227242752,0.0197894564,21,100
Market-Adjusted Model,12318,2022-02-24,-0.014070721,0.0458324688,0.0438022079,21,100
Market-Adjusted Model,12321,2022-02-24,0.0049253948,0.0638595228,0.0627983233,21,100
Market-Adjusted Model,12325,2022-02-24,0.226618705,0.2936640361,0.2844916336,21,100
Market-Adjusted Model,12326,2022-02-24,0.1259514701,0.1784318143,0.1838243986,21,100
Market-Adjusted Model,12329,2022-02-24,0.0188499859,0.0771018969,0.0767229145,21,100
Market-Adjusted Model,12331,2022-02-24,-0.047500133,0.0095371756,0.0103727956,21,100
Market-Adjusted Model,12332,2022-02-24,0.1295330739,0.1895771404,0.1874060024,21,100
Market-Adjusted Model,12333,2022-02-24,0.003064547,0.0685077466,0.0609374755,21,100
Market-Adjusted Model,12334,2022-02-24,-0.093935338,-0.039443488,-0.036062409,21,100
Market-Adjusted Model,12338,2022-02-24,0.1229813665,0.1752461064,0.180854295,21,100
Market-Adjusted Model,12339,2022-02-24,-0.280235988,-0.178845144,-0.22236306,21,100
Market-Adjusted Model,12341,2022-02-24,-0.039536633,0.0175464521,0.0183362956,21,100
Market-Adjusted Model,12345,2022-02-24,-0.003945069,0.058083149,0.053927859,21,100
Market-Adjusted Model,12350,2022-02-24,-0.497652582,0.2243068342,-0.439779654,21,100
Market-Adjusted Model,12355,2022-02-24,-0.143952749,-0.09030125,-0.08607982,21,100
Market-Adjusted Model,12358,2022-02-24,-0.370432827,-0.369707895,-0.312559899,21,100
Market-Adjusted Model,12360,2022-02-24,-0.004549591,0.0779874836,0.053323338,21,100
Market-Adjusted Model,12363,2022-02-24,-0.123636364,-0.066381364,-0.065763435,21,100
Market-Adjusted Model,12366,2022-02-24,0.1247711195,0.180781579,0.182644048,21,100
Market-Adjusted Model,12367,2022-02-24,-0.271500843,-0.231477126,-0.213627915,21,100
Market-Adjusted Model,12368,2022-02-24,-0.056643599,-0.000511975,0.001229329,21,100
Market-Adjusted Model,12369,2022-02-24,-0.153861706,-0.100064587,-0.095988778,21,100
Market-Adjusted Model,12370,2022-02-24,0.1942902599,0.2382817977,0.2521631884,21,100
Market-Adjusted Model,12372,2022-02-24,0.2536817102,0.2935242504,0.3115546387,21,100
Market-Adjusted Model,12373,2022-02-24,0.0108119568,0.0722160445,0.0686848853,21,100
Market-Adjusted Model,12376,2022-02-24,0.0571049137,0.1152934254,0.1149778422,21,100
Market-Adjusted Model,12377,2022-02-24,-0.275661717,-0.252366797,-0.217788789,21,100
Market-Adjusted Model,12380,2022-02-24,-0.263473054,-0.212136693,-0.205600125,21,100
Market-Adjusted Model,12385,2022-02-24,-0.150649351,-0.1021077,-0.092776422,21,100
Market-Adjusted Model,12391,2022-02-24,0.1922791388,0.2395523333,0.2501520673,21,100
Market-Adjusted Model,12397,2022-02-24,0.158974359,0.220671085,0.2168472875,21,100
Market-Adjusted Model,12400,2022-02-24,-0.1692957,-0.113413092,-0.111422772,21,100
Market-Adjusted Model,12411,2022-02-24,-0.025236593,0.0573940804,0.0326363355,21,100
Market-Adjusted Model,12412,2022-02-24,-0.042687596,0.0146126051,0.0151853328,21,100
Market-Adjusted Model,12413,2022-02-24,-0.037335436,0.0371081618,0.0369676066,18,100
Market-Adjusted Model,12431,2022-02-24,-0.060147367,0.0000400851,-0.002274438,21,100
Market-Adjusted Model,12437,2022-02-24,0.1199671323,0.1785357691,0.1778400608,21,100
Market-Adjusted Model,12442,2022-02-24,-0.365932294,-0.3725495,-0.308059366,21,100
Market-Adjusted Model,12443,2022-02-24,0.4913600325,0.4810356703,0.549232961,21,100
Market-Adjusted Model,12447,2022-02-24,0.2708719852,0.3091031277,0.3287449137,21,100
Market-Adjusted Model,12448,2022-02-24,-0.07515528,-0.01305812,-0.017282351,21,100
Market-Adjusted Model,12449,2022-02-24,-0.022939857,0.0402373373,0.0349330716,21,100
Market-Adjusted Model,12452,2022-02-24,-0.306666667,-0.259096415,-0.248793738,21,100
Market-Adjusted Model,12453,2022-02-24,0.0242309909,0.0807442443,0.0821039194,21,100
Market-Adjusted Model,12457,2022-02-24,-0.037463395,0.0210825675,0.0204095336,21,100
Market-Adjusted Model,12461,2022-02-24,-0.046988097,0.0102592693,0.0108848316,21,100
Market-Adjusted Model,12462,2022-02-24,0.0432530519,0.1005588411,0.1011259805,21,100
Market-Adjusted Model,12463,2022-02-24,0.0206169983,0.0773205526,0.0784899268,21,100
Market-Adjusted Model,12472,2022-02-24,-0.104503139,-0.049187642,-0.04663021,21,100
Market-Adjusted Model,12473,2022-02-24,-0.078133537,-0.020387332,-0.020260609,21,100
Market-Adjusted Model,12476,2022-02-24,0.1339300244,0.1858850408,0.1918029529,21,100
Market-Adjusted Model,12477,2022-02-24,-0.064527222,-0.004954177,-0.006654293,21,100
Market-Adjusted Model,12480,2022-02-24,0.0090058124,0.0672768527,0.066878741,21,100
Market-Adjusted Model,12487,2022-02-24,0.0134146341,0.0742061773,0.0712875627,21,100
Market-Adjusted Model,12488,2022-02-24,0.1082621083,0.2323914721,0.1661350368,21,100
Market-Adjusted Model,12490,2022-02-24,-0.081321218,-0.026223981,-0.02344829,21,100
Market-Adjusted Model,12495,2022-02-24,-0.395927602,-0.395261135,-0.338054673,21,100
Market-Adjusted Model,12497,2022-02-24,-0.083832335,-0.022197301,-0.025959407,21,100
Market-Adjusted Model,12500,2022-02-24,0.1535947712,0.265208683,0.2114676998,21,100
Market-Adjusted Model,12502,2022-02-24,0.035883474,0.1036492323,0.0937564025,21,100
Market-Adjusted Model,12505,2022-02-24,-0.097204789,-0.042107232,-0.039331861,21,100
Market-Adjusted Model,12508,2022-02-24,-0.086475213,-0.030788703,-0.028602284,21,100
Market-Adjusted Model,12510,2022-02-24,0.0191818182,0.079575185,0.0770547467,21,100
Market-Adjusted Model,12513,2022-02-24,0.0558928656,0.1131355757,0.1137657942,21,100
Market-Adjusted Model,12514,2022-02-24,-0.034912451,0.0226758674,0.0229604777,21,100
Market-Adjusted Model,12515,2022-02-24,-0.064479638,-0.002849382,-0.006606709,21,100
Market-Adjusted Model,12516,2022-02-24,-0.056170682,-0.000174146,0.0017022465,21,100
Market-Adjusted Model,12523,2022-02-24,0.0570342205,0.1140342127,0.1149071491,21,100
Market-Adjusted Model,12527,2022-02-24,-0.166904762,-0.094838449,-0.109031833,21,100
Market-Adjusted Model,12528,2022-02-24,-0.003600695,0.0562946814,0.0542722332,21,100
Market-Adjusted Model,12530,2022-02-24,0.1444223108,0.1977953692,0.2022952393,21,100
Market-Adjusted Model,12531,2022-02-24,0.3251726303,0.3796614778,0.3830455588,21,100
Market-Adjusted Model,12533,2022-02-24,-0.02745939,0.0326337051,0.0304135387,21,100
Market-Adjusted Model,12534,2022-02-24,-0.0146948,0.0467401026,0.0431781282,21,100
Market-Adjusted Model,12535,2022-02-24,-0.041325588,0.0180166697,0.016547341,21,100
Market-Adjusted Model,12536,2022-02-24,0.0073730777,0.0660592485,0.0652460063,21,100
Market-Adjusted Model,12537,2022-02-24,0.0506512301,0.1075376059,0.1085241586,21,100
Market-Adjusted Model,12540,2022-02-24,0.4402985075,0.4363681946,0.498171436,21,100
Market-Adjusted Model,12542,2022-02-24,-0.021483848,0.0411448963,0.0363890806,21,100
Market-Adjusted Model,12543,2022-02-24,-0.094149661,-0.04095919,-0.036276733,21,100
Market-Adjusted Model,12552,2022-02-24,-0.025884731,0.0321480598,0.0319881978,21,100
Market-Adjusted Model,12556,2022-02-24,0.7,0.6587844288,0.7578729285,21,100
Market-Adjusted Model,12558,2022-02-24,0.0728744939,0.1296355768,0.1307474224,21,100
Market-Adjusted Model,12559,2022-02-24,-0.003250975,0.0537228127,0.0546219532,21,100
Market-Adjusted Model,12564,2022-02-24,-0.100540885,-0.047406919,-0.042667956,21,100
Market-Adjusted Model,12565,2022-02-24,-0.077405949,-0.021822871,-0.01953302,21,100
Market-Adjusted Model,12566,2022-02-24,0.0204081633,0.0841278727,0.0782810918,21,100
Market-Adjusted Model,12569,2022-02-24,0.3529411765,0.3726108738,0.410814105,21,100
Market-Adjusted Model,12570,2022-02-24,-0.165383263,-0.116059411,-0.107510334,21,100
Market-Adjusted Model,12573,2022-02-24,0.0382303438,0.1242003242,0.0961032724,21,100
Market-Adjusted Model,12577,2022-02-24,0.052173913,0.1342873536,0.1100468416,21,100
Market-Adjusted Model,12578,2022-02-24,-0.073464758,-0.016705865,-0.015591829,21,100
Market-Adjusted Model,12579,2022-02-24,0.2987804878,0.3888854441,0.3566534163,21,100
Market-Adjusted Model,12582,2022-02-24,0.0771144279,0.1363231488,0.1349873564,21,100
Market-Adjusted Model,12583,2022-02-24,0.1204081633,0.1743186191,0.1782810918,21,100
Market-Adjusted Model,12584,2022-02-24,-0.047892009,0.0092214395,0.0099809191,21,100
Market-Adjusted Model,12591,2022-02-24,-0.076174225,-0.009714934,-0.018301296,21,100
Market-Adjusted Model,12592,2022-02-24,0.1254451279,0.2087416964,0.1833180564,21,100
Market-Adjusted Model,12593,2022-02-24,0.0838861249,0.1404183272,0.1417590534,21,100
Market-Adjusted Model,12615,2022-02-24,0.1490472538,0.2004968276,0.2069201824,21,100
Market-Adjusted Model,12621,2022-02-24,0.0810953516,0.1378806384,0.1389682801,21,100
Market-Adjusted Model,12622,2022-02-24,0.115333222,0.1699694519,0.1732061505,21,100
Market-Adjusted Model,12623,2022-02-24,0.1395957535,0.1922299814,0.197468682,21,100
Market-Adjusted Model,12625,2022-02-24,0.0045153233,0.0622542973,0.0623882518,21,100
Market-Adjusted Model,12628,2022-02-24,-0.180019151,-0.137683934,-0.122146222,21,100
Market-Adjusted Model,12629,2022-02-24,-0.110341151,-0.055237027,-0.052468223,21,100
Market-Adjusted Model,12631,2022-02-24,-0.022413448,0.0341320069,0.0354594802,21,100
Market-Adjusted Model,12633,2022-02-24,0.0189511581,0.0757925735,0.0768240866,21,100
Market-Adjusted Model,12640,2022-02-24,0.2871287129,0.3296805641,0.3450016414,21,100
Market-Adjusted Model,12641,2022-02-24,-0.133027523,-0.067987152,-0.075154594,21,100
Market-Adjusted Model,12644,2022-02-24,0.1324398767,0.1875180845,0.1903128052,21,100
Market-Adjusted Model,12646,2022-02-24,-0.031140716,0.0304723503,0.0267322124,21,100
Market-Adjusted Model,12647,2022-02-24,-0.1345551,-0.08102847,-0.076682172,21,100
Market-Adjusted Model,12648,2022-02-24,0.0516183036,0.1105909581,0.1094912321,21,100
Market-Adjusted Model,12649,2022-02-24,0.0581102065,0.1160535325,0.115983135,21,100
Market-Adjusted Model,12651,2022-02-24,-0.088992137,-0.034640004,-0.031119209,21,100
Market-Adjusted Model,12652,2022-02-24,-0.053839902,0.0031452321,0.004033026,21,100
Market-Adjusted Model,12654,2022-02-24,-0.077079451,-0.02074797,-0.019206523,21,100
Market-Adjusted Model,12655,2022-02-24,-0.07662237,-0.021089094,-0.018749441,21,100
Market-Adjusted Model,12656,2022-02-24,-0.037779207,0.0228935422,0.0200937214,21,100
Market-Adjusted Model,12657,2022-02-24,-0.034231921,0.0248361059,0.0236410073,21,100
Market-Adjusted Model,12658,2022-02-24,-0.024900607,0.0359869931,0.0329723217,21,100
Market-Adjusted Model,12659,2022-02-24,-0.006798757,0.0521035375,0.0510741717,21,100
