Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,20373,2022-02-24,-0.0078125,0.0594090843,0.0500604285,21,100
Market-Adjusted Model,20374,2022-02-24,-0.068710202,-0.009048194,-0.010837273,21,100
Market-Adjusted Model,20375,2022-02-24,-0.010187685,0.0477287583,0.0476852433,21,100
Market-Adjusted Model,20376,2022-02-24,-0.018564247,0.0382305651,0.0393086814,21,100
Market-Adjusted Model,20377,2022-02-24,-0.035052499,0.0224968075,0.0228204292,21,100
Market-Adjusted Model,20379,2022-02-24,0.0445798589,0.1015114737,0.1024527874,21,100
Market-Adjusted Model,20380,2022-02-24,-0.040335954,0.0168209678,0.0175369743,21,100
Market-Adjusted Model,20381,2022-02-24,-0.241474654,-0.183960174,-0.183601726,21,100
Market-Adjusted Model,20382,2022-02-24,-0.241935484,-0.187161604,-0.184062555,21,100
Market-Adjusted Model,20383,2022-02-24,-0.086012408,-0.02511852,-0.02813948,21,100
Market-Adjusted Model,20384,2022-02-24,-0.003021148,0.0537034101,0.0548517805,21,100
Market-Adjusted Model,20385,2022-02-24,-0.080782187,-0.026415842,-0.022909258,21,100
Market-Adjusted Model,20388,2022-02-24,0.004077472,0.0607793205,0.0619504005,21,100
Market-Adjusted Model,20389,2022-02-24,-0.271028037,-0.217429716,-0.213155109,21,100
Market-Adjusted Model,20390,2022-02-24,0.3333333333,0.3649093081,0.3912062619,21,100
Market-Adjusted Model,20391,2022-02-24,0.2188637332,0.2688906357,0.2767366617,21,100
Market-Adjusted Model,20392,2022-02-24,-0.084529165,-0.027454575,-0.026656237,21,100
Market-Adjusted Model,20393,2022-02-24,-0.002042901,0.0546717532,0.0558300276,21,100
Market-Adjusted Model,20395,2022-02-24,-0.01982286,0.0390280658,0.038050069,21,100
Market-Adjusted Model,20396,2022-02-24,0.0029498525,0.0596515576,0.060822781,21,100
Market-Adjusted Model,20397,2022-02-24,0.164,0.2458741302,0.2218729285,21,100
Market-Adjusted Model,20398,2022-02-24,0.0010080645,0.0577520051,0.058880993,21,100
Market-Adjusted Model,20399,2022-02-24,0.0302521008,0.1146433138,0.0881250294,21,100
Market-Adjusted Model,20400,2022-02-24,-0.003018109,0.0536907935,0.0548548199,21,100
Market-Adjusted Model,20402,2022-02-24,0.0287769784,0.1031242375,0.0866499069,21,100
Market-Adjusted Model,20403,2022-02-24,0.0019880716,0.0586878239,0.0598610001,21,100
Market-Adjusted Model,20404,2022-02-24,-0.025252525,0.0510661236,0.0326204033,21,100
Market-Adjusted Model,20406,2022-02-24,0.0004914005,0.0572159145,0.058364329,21,100
Market-Adjusted Model,20409,2022-02-24,0.0045,0.0611927711,0.0623729285,21,100
Market-Adjusted Model,20410,2022-02-24,0.0768691261,0.1417027024,0.1347420546,21,100
Market-Adjusted Model,20411,2022-02-24,0.0297973778,0.0898506364,0.0876703063,21,100
Market-Adjusted Model,20412,2022-02-24,-0.06025825,0.0521298561,-0.002385321,21,100
Market-Adjusted Model,20413,2022-02-24,0.0020181635,0.0587242688,0.059891092,21,100
Market-Adjusted Model,20414,2022-02-24,0.0025562372,0.0592606586,0.0604291657,21,100
Market-Adjusted Model,20415,2022-02-24,-0.199725751,-0.155932749,-0.141852823,21,100
Market-Adjusted Model,20417,2022-02-24,0.0019607843,0.0586646252,0.0598337128,21,100
Market-Adjusted Model,20418,2022-02-24,-0.092741935,-0.035403557,-0.034869007,21,100
Market-Adjusted Model,20419,2022-02-24,0.3442622951,0.4032418383,0.4021352236,21,100
Market-Adjusted Model,20420,2022-02-24,0.0501453488,0.1238811619,0.1080182774,21,100
Market-Adjusted Model,20421,2022-02-24,0.2079207921,0.2851150263,0.2657937206,21,100
Market-Adjusted Model,20422,2022-02-24,-0.328671329,-0.299195832,-0.2707984,21,100
Market-Adjusted Model,20425,2022-02-24,0.0377358491,0.1427217977,0.0956087776,21,100
Market-Adjusted Model,20426,2022-02-24,-0.002020202,0.0547235681,0.0558527265,21,100
Market-Adjusted Model,20427,2022-02-24,-0.073333333,-0.01473466,-0.015460405,21,100
Market-Adjusted Model,20428,2022-02-24,-0.055737705,0.0906432314,0.0021352236,21,100
Market-Adjusted Model,20429,2022-02-24,0.0015298317,0.0582319105,0.0594027602,21,100
Market-Adjusted Model,20430,2022-02-24,-0.24403183,-0.200001481,-0.186158902,21,100
Market-Adjusted Model,20433,2022-02-24,0.0030737705,0.0597753288,0.060946699,21,100
Market-Adjusted Model,20434,2022-02-24,0.0000102145,0.056720079,0.057883143,21,100
Market-Adjusted Model,20435,2022-02-24,-0.180142167,-0.124793467,-0.122269239,21,100
Market-Adjusted Model,20436,2022-02-24,-0.123905429,-0.046181517,-0.066032501,21,100
Market-Adjusted Model,20437,2022-02-24,-0.139534884,-0.079455614,-0.081661955,21,100
Market-Adjusted Model,20438,2022-02-24,0.1041869523,0.1667946891,0.1620598808,21,100
Market-Adjusted Model,20439,2022-02-24,-0.45026178,-0.498400338,-0.392388852,21,100
Market-Adjusted Model,20440,2022-02-24,0.002002002,0.058707013,0.0598749305,21,100
Market-Adjusted Model,20441,2022-02-24,0.0306748466,0.1083995104,0.0885477751,21,100
Market-Adjusted Model,20442,2022-02-24,0.2895546077,0.3438504966,0.3474275362,21,100
Market-Adjusted Model,20443,2022-02-24,0.0030643514,0.0597861685,0.0609372799,21,100
Market-Adjusted Model,20444,2022-02-24,0.0035915854,0.0603077661,0.0614645139,21,100
Market-Adjusted Model,20445,2022-02-24,-0.084509966,-0.022030719,-0.026637037,21,100
Market-Adjusted Model,20446,2022-02-24,0.0010204082,0.0577556486,0.0588933367,21,100
Market-Adjusted Model,20447,2022-02-24,-0.013071895,0.0728122723,0.0448010331,21,100
Market-Adjusted Model,20448,2022-02-24,0.0020449898,0.058750985,0.0599179183,21,100
Market-Adjusted Model,20449,2022-02-24,-0.150943396,-0.09118352,-0.093070468,21,100
Market-Adjusted Model,20451,2022-02-24,0.4311594203,0.4483200404,0.4890323488,21,100
Market-Adjusted Model,20452,2022-02-24,-0.107075767,-0.016436204,-0.049202839,21,100
Market-Adjusted Model,20453,2022-02-24,-0.21649061,-0.15999638,-0.158617682,21,100
Market-Adjusted Model,20454,2022-02-24,-0.001022495,0.0556861218,0.0568504336,21,100
Market-Adjusted Model,20455,2022-02-24,-0.287070312,-0.258028926,-0.229197384,21,100
Market-Adjusted Model,20456,2022-02-24,0.0191082803,0.0775033166,0.0769812088,21,100
Market-Adjusted Model,20457,2022-02-24,0.0447545717,0.1242592001,0.1026275002,21,100
Market-Adjusted Model,20461,2022-02-24,-0.023532849,0.0460953073,0.0343400792,21,100
Market-Adjusted Model,20462,2022-02-24,-0.447698745,-0.373028821,-0.389825816,21,100
Market-Adjusted Model,20463,2022-02-24,-0.021930671,0.0455881202,0.0359422572,21,100
Market-Adjusted Model,20464,2022-02-24,0.0039215686,0.0606186861,0.0617944971,21,100
Market-Adjusted Model,20465,2022-02-24,-0.201492537,-0.153692136,-0.143619609,21,100
Market-Adjusted Model,20468,2022-02-24,-0.230263158,-0.17955591,-0.172390229,21,100
Market-Adjusted Model,20469,2022-02-24,-0.008860759,0.0682279635,0.049012169,21,100
Market-Adjusted Model,20470,2022-02-24,0.2969465649,0.3428770362,0.3548194934,21,100
Market-Adjusted Model,20471,2022-02-24,-0.148093842,0.0047886257,-0.090220913,21,100
Market-Adjusted Model,20482,2022-02-24,-0.090555771,-0.034793563,-0.032682843,21,100
Market-Adjusted Model,20512,2022-02-24,0.1711103211,0.2206571796,0.2289832496,21,100
Market-Adjusted Model,20519,2022-02-24,-0.051882123,0.0062635796,0.0059908052,21,100
Market-Adjusted Model,20520,2022-02-24,-0.032352251,0.0254626102,0.0255206772,21,100
Market-Adjusted Model,20521,2022-02-24,-0.020763551,0.0359805458,0.0371093777,21,100
Market-Adjusted Model,20522,2022-02-24,0.1973293769,0.2467801794,0.2552023054,21,100
Market-Adjusted Model,20523,2022-02-24,0.0010235415,0.0577360682,0.05889647,21,100
Market-Adjusted Model,20524,2022-02-24,-0.01025641,0.0753831451,0.0476165183,21,100
Market-Adjusted Model,20525,2022-02-24,0.0034783144,0.0601749215,0.0613512429,21,100
Market-Adjusted Model,20526,2022-02-24,-0.00696427,0.0520936892,0.0509086588,21,100
Market-Adjusted Model,20527,2022-02-24,-0.028662182,0.0308159717,0.0292107462,21,100
Market-Adjusted Model,20528,2022-02-24,-0.077732329,-0.020868995,-0.019859401,21,100
Market-Adjusted Model,20529,2022-02-24,-0.052757014,0.0063870597,0.0051159141,21,100
Market-Adjusted Model,20530,2022-02-24,0.0060100736,0.0646321907,0.0638830021,21,100
Market-Adjusted Model,20531,2022-02-24,-0.072235136,-0.014138672,-0.014362208,21,100
Market-Adjusted Model,20532,2022-02-24,-0.090404881,-0.030469884,-0.032531952,21,100
Market-Adjusted Model,20533,2022-02-24,-0.049351714,0.0067847306,0.0085212148,21,100
Market-Adjusted Model,20534,2022-02-24,-0.00254842,0.0541797624,0.0553245085,21,100
Market-Adjusted Model,20535,2022-02-24,-0.042875001,0.0156964408,0.0149979276,21,100
Market-Adjusted Model,20536,2022-02-24,-0.106219153,-0.04620015,-0.048346224,21,100
Market-Adjusted Model,20537,2022-02-24,0.0040983607,0.0607967761,0.0619712892,21,100
Market-Adjusted Model,20540,2022-02-24,-0.030751021,0.0272123885,0.0271219079,21,100
Market-Adjusted Model,20541,2022-02-24,-0.063765182,-0.006579987,-0.005892254,21,100
Market-Adjusted Model,20542,2022-02-24,0.0019567163,0.0586574582,0.0598296448,21,100
Market-Adjusted Model,20543,2022-02-24,-0.195465686,-0.15316544,-0.137592758,21,100
Market-Adjusted Model,20544,2022-02-24,-0.043759972,0.0133028384,0.0141129563,21,100
Market-Adjusted Model,20545,2022-02-24,-0.099033816,-0.031403682,-0.041160888,21,100
Market-Adjusted Model,20548,2022-02-24,0.0020554985,0.0587586532,0.059928427,21,100
Market-Adjusted Model,20549,2022-02-24,0.0045155993,0.0612597857,0.0623885279,21,100
Market-Adjusted Model,20550,2022-02-24,-0.068200726,-0.012690627,-0.010327798,21,100
Market-Adjusted Model,20551,2022-02-24,-0.016670062,0.0399333962,0.0412028667,21,100
Market-Adjusted Model,20552,2022-02-24,0.2989323843,0.3538555017,0.3568053129,21,100
Market-Adjusted Model,20553,2022-02-24,-0.116993706,-0.059193359,-0.059120778,21,100
Market-Adjusted Model,20556,2022-02-24,-0.00845642,0.0482643869,0.0494165089,21,100
Market-Adjusted Model,20557,2022-02-24,-1.11022E-16,0.0567062939,0.0578729285,21,100
Market-Adjusted Model,20558,2022-02-24,-0.026631158,0.038390326,0.0312417701,21,100
Market-Adjusted Model,20559,2022-02-24,0.0710594315,0.1267289546,0.12893236,21,100
Market-Adjusted Model,20560,2022-02-24,-0.052392739,0.0045791848,0.0054801892,21,100
Market-Adjusted Model,20561,2022-02-24,-0.037298387,0.0197010616,0.0205745414,21,100
Market-Adjusted Model,20563,2022-02-24,0.0030800821,0.0597946507,0.0609530107,21,100
Market-Adjusted Model,20564,2022-02-24,-0.327527624,-0.292488911,-0.269654696,21,100
Market-Adjusted Model,20565,2022-02-24,-0.001006108,0.0557719938,0.0568668207,21,100
Market-Adjusted Model,20566,2022-02-24,0.235915493,0.2834822936,0.2937884215,21,100
Market-Adjusted Model,20567,2022-02-24,-0.108695652,-0.041257259,-0.050822724,21,100
Market-Adjusted Model,20568,2022-02-24,0.0021470746,0.0588571448,0.0600200031,21,100
Market-Adjusted Model,20569,2022-02-24,-0.011122346,0.045680722,0.0467505827,21,100
Market-Adjusted Model,20572,2022-02-24,-0.12371134,-0.057439478,-0.065838412,21,100
Market-Adjusted Model,20573,2022-02-24,-0.320987654,-0.272268726,-0.263114726,21,100
Market-Adjusted Model,20574,2022-02-24,0.0014947683,0.0582012495,0.0593676968,21,100
Market-Adjusted Model,20575,2022-02-24,0.088590604,0.1612633902,0.1464635325,21,100
Market-Adjusted Model,20576,2022-02-24,-0.580392157,-0.679300137,-0.522519228,21,100
Market-Adjusted Model,20577,2022-02-24,-0.492063492,-0.574614052,-0.434190564,21,100
Market-Adjusted Model,20578,2022-02-24,-0.066666667,0.0355490318,-0.008793738,21,100
Market-Adjusted Model,20579,2022-02-24,-0.382165605,-0.383545698,-0.324292677,21,100
Market-Adjusted Model,20580,2022-02-24,0.0750938673,0.1369988921,0.1329667959,21,100
Market-Adjusted Model,20581,2022-02-24,0.0859133127,0.147799006,0.1437862412,21,100
Market-Adjusted Model,20582,2022-02-24,-5.55112E-16,0.056713535,0.0578729285,21,100
Market-Adjusted Model,20583,2022-02-24,0.255955757,0.2944591798,0.3138286856,21,100
Market-Adjusted Model,20584,2022-02-24,0.0052910053,0.0750049309,0.0631639338,21,100
Market-Adjusted Model,20585,2022-02-24,0.0030737705,0.0597733792,0.060946699,21,100
Market-Adjusted Model,20586,2022-02-24,0.0030737705,0.059788949,0.060946699,21,100
Market-Adjusted Model,20587,2022-02-24,0.0849056604,0.1671183917,0.1427785889,21,100
Market-Adjusted Model,20588,2022-02-24,-0.217391304,-0.172379212,-0.159518376,21,100
Market-Adjusted Model,20591,2022-02-24,0.003030303,0.0597446549,0.0609032315,21,100
Market-Adjusted Model,20592,2022-02-24,0.0019880716,0.058694654,0.0598610001,21,100
Market-Adjusted Model,20593,2022-02-24,-0.133550489,-0.079314826,-0.07567756,21,100
Market-Adjusted Model,20594,2022-02-24,0.0040920716,0.060802737,0.0619650001,21,100
Market-Adjusted Model,20595,2022-02-24,0.0065097646,0.0631972825,0.0643826932,21,100
Market-Adjusted Model,20596,2022-02-24,-0.446317657,-0.476738275,-0.388444729,21,100
Market-Adjusted Model,20598,2022-02-24,0.0203128648,0.0781798522,0.0781857933,21,100
Market-Adjusted Model,20599,2022-02-24,-0.24911032,-0.204331873,-0.191237392,21,100
Market-Adjusted Model,20600,2022-02-24,-0.270231214,-0.22313609,-0.212358285,21,100
Market-Adjusted Model,20601,2022-02-24,-0.158392435,-0.070151673,-0.100519506,21,100
Market-Adjusted Model,20602,2022-02-24,0.0059055118,0.0626436989,0.0637784403,21,100
Market-Adjusted Model,20603,2022-02-24,0.0030737705,0.059787571,0.060946699,21,100
Market-Adjusted Model,20604,2022-02-24,0.1049723757,0.1691275205,0.1628453042,21,100
Market-Adjusted Model,20605,2022-02-24,0.0035467536,0.0602607192,0.0614196821,21,100
Market-Adjusted Model,20606,2022-02-24,-0.105841709,-0.050692538,-0.04796878,21,100
Market-Adjusted Model,20607,2022-02-24,0.0035,0.0601995016,0.0613729285,21,100
Market-Adjusted Model,20608,2022-02-24,-0.384615385,-0.38784886,-0.326742456,21,100
Market-Adjusted Model,20609,2022-02-24,-0.026647966,0.1209992303,0.0312249622,21,100
Market-Adjusted Model,20610,2022-02-24,-0.307377049,-0.278387471,-0.249504121,21,100
Market-Adjusted Model,20611,2022-02-24,0.0058479532,0.1240142028,0.0637208817,21,100
Market-Adjusted Model,20612,2022-02-24,-0.008097166,0.0532664977,0.0497757625,21,100
Market-Adjusted Model,20613,2022-02-24,-0.199152542,-0.118219643,-0.141279614,21,100
Market-Adjusted Model,20614,2022-02-24,0.9421487603,0.7654705027,1.0000216888,21,100
Market-Adjusted Model,20615,2022-02-24,-0.08008658,-0.017083815,-0.022213652,21,100
Market-Adjusted Model,20616,2022-02-24,0.004040404,0.0607424241,0.0619133326,21,100
Market-Adjusted Model,20617,2022-02-24,0.312849162,0.3526208446,0.3707220905,21,100
Market-Adjusted Model,20618,2022-02-24,0.2190152801,0.281165674,0.2768882087,21,100
Market-Adjusted Model,20620,2022-02-24,0.0318627451,0.1209325383,0.0897356736,21,100
Market-Adjusted Model,20621,2022-02-24,0.103343465,0.1780610864,0.1612163936,21,100
Market-Adjusted Model,20622,2022-02-24,0.0074057103,0.0657989185,0.0652786388,21,100
Market-Adjusted Model,20623,2022-02-24,0.6233766234,0.6144057068,0.6812495519,21,100
Market-Adjusted Model,20624,2022-02-24,0.0040983607,0.0607996358,0.0619712892,21,100
Market-Adjusted Model,20628,2022-02-24,-0.218978102,-0.176938917,-0.161105174,21,100
Market-Adjusted Model,20629,2022-02-24,0.0020470829,0.0587517847,0.0599200114,21,100
Market-Adjusted Model,20630,2022-02-24,-0.295348837,-0.273835143,-0.237475909,21,100
Market-Adjusted Model,20631,2022-02-24,0.1350446429,0.1951702939,0.1929175714,21,100
Market-Adjusted Model,20632,2022-02-24,-0.193467337,-0.134706158,-0.135594408,21,100
Market-Adjusted Model,20633,2022-02-24,-0.222222222,-0.166554842,-0.164349294,21,100
Market-Adjusted Model,20636,2022-02-24,0.4550102249,5.5042718899,0.5128831535,21,100
Market-Adjusted Model,20637,2022-02-24,-0.107706592,-0.036052258,-0.049833664,21,100
Market-Adjusted Model,20638,2022-02-24,0.0041025641,0.0608065195,0.0619754926,21,100
Market-Adjusted Model,20639,2022-02-24,-0.009049774,0.0573487388,0.0488231548,21,100
Market-Adjusted Model,20640,2022-02-24,0.1295955882,0.2414187325,0.1874685168,21,100
Market-Adjusted Model,20641,2022-02-24,0.0377588307,0.1325215125,0.0956317592,21,100
Market-Adjusted Model,20644,2022-02-24,-0.044843049,0.0343542507,0.0130298792,21,100
Market-Adjusted Model,20645,2022-02-24,0.0029821074,0.0596830828,0.0608550359,21,100
Market-Adjusted Model,20646,2022-02-24,0.3474842767,0.3758479432,0.4053572052,21,100
Market-Adjusted Model,20647,2022-02-24,-0.003891051,0.0951644405,0.0539818779,21,100
Market-Adjusted Model,20648,2022-02-24,-0.356355735,-0.312311503,-0.298482806,21,100
Market-Adjusted Model,20649,2022-02-24,-0.086842105,-0.024381267,-0.028969177,21,100
Market-Adjusted Model,20652,2022-02-24,-0.135085122,-0.060926072,-0.077212194,21,100
Market-Adjusted Model,20653,2022-02-24,-0.27394958,-0.238716421,-0.216076651,21,100
Market-Adjusted Model,20654,2022-02-24,-0.09227683,-0.03702109,-0.034403902,21,100
Market-Adjusted Model,20655,2022-02-24,-0.113756614,-0.028915418,-0.055883685,21,100
Market-Adjusted Model,20656,2022-02-24,-0.160981157,-0.063533185,-0.103108228,21,100
Market-Adjusted Model,20657,2022-02-24,0.1264266901,0.2017995347,0.1842996186,21,100
Market-Adjusted Model,20658,2022-02-24,-0.454094293,-0.517408912,-0.396221364,21,100
Market-Adjusted Model,20659,2022-02-24,-0.357342657,-0.342224802,-0.299469729,21,100
Market-Adjusted Model,20660,2022-02-24,-0.01754386,0.0400865451,0.0403290689,21,100
Market-Adjusted Model,20661,2022-02-24,0.1588235294,0.2235710076,0.2166964579,21,100
Market-Adjusted Model,20662,2022-02-24,0.3588553751,0.3851645802,0.4167283036,21,100
Market-Adjusted Model,20663,2022-02-24,0.0168393782,0.1018548574,0.0747123068,21,100
Market-Adjusted Model,20664,2022-02-24,-0.01021021,0.0508822773,0.0476627183,21,100
Market-Adjusted Model,20665,2022-02-24,0.00509684,0.0617993903,0.0629697685,21,100
Market-Adjusted Model,20666,2022-02-24,-0.001678463,0.0550383537,0.0561944654,21,100
Market-Adjusted Model,20667,2022-02-24,-0.058989121,0.0021827346,-0.001116193,21,100
Market-Adjusted Model,20668,2022-02-24,0.004366566,0.0618932762,0.0622394945,21,100
Market-Adjusted Model,20670,2022-02-24,0.2067851373,0.2509933421,0.2646580658,21,100
Market-Adjusted Model,20671,2022-02-24,0.0030832477,0.0597947581,0.0609561762,21,100
Market-Adjusted Model,20672,2022-02-24,-0.022338988,0.0341802525,0.0355339408,21,100
Market-Adjusted Model,20673,2022-02-24,-0.010500996,0.046174082,0.0473719327,21,100
Market-Adjusted Model,20674,2022-02-24,-0.156577195,-0.105474958,-0.098704267,21,100
Market-Adjusted Model,20675,2022-02-24,0.0030800821,0.0597985396,0.0609530107,21,100
Market-Adjusted Model,20676,2022-02-24,0.0015384615,0.0582512869,0.0594113901,21,100
Market-Adjusted Model,20679,2022-02-24,0.0020576132,0.0587704966,0.0599305417,21,100
Market-Adjusted Model,20680,2022-02-24,0.0446162998,0.1060718824,0.1024892283,21,100
Market-Adjusted Model,20681,2022-02-24,-0.16447985,-0.100374205,-0.106606922,21,100
Market-Adjusted Model,20682,2022-02-24,-0.121113689,-0.022426564,-0.063240761,21,100
Market-Adjusted Model,20683,2022-02-24,0.0041152263,0.0608163544,0.0619881549,21,100
Market-Adjusted Model,20684,2022-02-24,0.1335276968,0.1933640235,0.1914006253,21,100
Market-Adjusted Model,20686,2022-02-24,0.0046296296,0.0613251349,0.0625025581,21,100
Market-Adjusted Model,20687,2022-02-24,0.1724860335,0.2372812778,0.230358962,21,100
Market-Adjusted Model,20688,2022-02-24,0.0030769231,0.0597876448,0.0609498516,21,100
Market-Adjusted Model,20689,2022-02-24,-0.018124589,0.0386754826,0.0397483399,21,100
Market-Adjusted Model,20690,2022-02-24,-0.013434692,0.0433441954,0.0444382361,21,100
Market-Adjusted Model,20691,2022-02-24,-0.063953488,0.034063655,-0.00608056,21,100
Market-Adjusted Model,20692,2022-02-24,0.0791071375,0.1341036726,0.1369800661,21,100
Market-Adjusted Model,20695,2022-02-24,-0.037030281,0.0207367952,0.0208426476,21,100
Market-Adjusted Model,20696,2022-02-24,-0.030919881,0.0260283154,0.0269530472,21,100
Market-Adjusted Model,20697,2022-02-24,-0.048904658,0.0086395017,0.0089682708,21,100
Market-Adjusted Model,20698,2022-02-24,-0.027355356,0.0300907834,0.0305175727,21,100
Market-Adjusted Model,20699,2022-02-24,-0.008569688,0.0484777092,0.0493032405,21,100
Market-Adjusted Model,20700,2022-02-24,-0.095011876,-0.029579707,-0.037138948,21,100
Market-Adjusted Model,20701,2022-02-24,-0.051708325,0.0055599847,0.0061646034,21,100
Market-Adjusted Model,20702,2022-02-24,-0.064023226,-0.007814228,-0.006150298,21,100
Market-Adjusted Model,20703,2022-02-24,-0.064088849,-0.006839689,-0.00621592,21,100
Market-Adjusted Model,20704,2022-02-24,-0.136264217,-0.086307313,-0.078391288,21,100
Market-Adjusted Model,20705,2022-02-24,-0.016616463,0.0399757317,0.0412564659,21,100
Market-Adjusted Model,20708,2022-02-24,-0.032869307,0.023679758,0.0250036211,21,100
Market-Adjusted Model,20709,2022-02-24,-0.051105622,0.0065037358,0.0067673065,21,100
Market-Adjusted Model,20710,2022-02-24,-0.103422249,-0.048414088,-0.04554932,21,100
Market-Adjusted Model,20711,2022-02-24,-0.053707783,0.003311747,0.0041651458,21,100
Market-Adjusted Model,20712,2022-02-24,0.001026694,0.0577718749,0.0588996226,21,100
Market-Adjusted Model,20713,2022-02-24,0.0010277492,0.0577509555,0.0589006777,21,100
Market-Adjusted Model,20716,2022-02-24,0.0005130836,0.0572296791,0.0583860122,21,100
Market-Adjusted Model,20717,2022-02-24,-0.020089286,0.0644640323,0.0377836428,21,100
Market-Adjusted Model,20718,2022-02-24,-0.010179243,0.0470643875,0.0476936853,21,100
Market-Adjusted Model,20719,2022-02-24,-0.089747961,-0.034076491,-0.031875033,21,100
Market-Adjusted Model,20720,2022-02-24,-0.001897119,0.0552102942,0.0559758092,21,100
Market-Adjusted Model,20721,2022-02-24,0.1498973306,0.2814918006,0.2077702591,21,100
Market-Adjusted Model,20724,2022-02-24,-0.000505817,0.0562020827,0.0573671116,21,100
Market-Adjusted Model,20725,2022-02-24,-0.050198708,0.007037178,0.0076742207,21,100
Market-Adjusted Model,20726,2022-02-24,-0.222222222,-0.188607695,-0.164349294,21,100
Market-Adjusted Model,20727,2022-02-24,-0.414917127,-0.447950959,-0.357044199,21,100
Market-Adjusted Model,20728,2022-02-24,0.1140939597,0.178758309,0.1719668883,21,100
Market-Adjusted Model,20729,2022-02-24,-0.02975037,0.0284953884,0.0281225581,21,100
Market-Adjusted Model,20731,2022-02-24,0.0020554985,0.0587612944,0.059928427,21,100
Market-Adjusted Model,20732,2022-02-24,-0.021666519,0.0348668701,0.0362064092,21,100
Market-Adjusted Model,20733,2022-02-24,-0.400662252,-0.395871955,-0.342789323,21,100
Market-Adjusted Model,20734,2022-02-24,0.0725803175,0.1291611289,0.130453246,21,100
Market-Adjusted Model,20735,2022-02-24,-0.11227013,-0.05217045,-0.054397201,21,100
Market-Adjusted Model,20737,2022-02-24,-0.358090186,-0.345059874,-0.300217257,21,100
Market-Adjusted Model,20738,2022-02-24,0.0030967397,0.0598146135,0.0609696682,21,100
Market-Adjusted Model,20739,2022-02-24,0.0741176471,0.1458103333,0.1319905756,21,100
Market-Adjusted Model,20740,2022-02-24,0.0046272494,0.061331965,0.0625001779,21,100
Market-Adjusted Model,20741,2022-02-24,0.0020554985,0.0587899145,0.059928427,21,100
Market-Adjusted Model,20742,2022-02-24,0.0015883775,0.0583170844,0.059461306,21,100
Market-Adjusted Model,20743,2022-02-24,0.0035952748,0.0603062947,0.0614682033,21,100
Market-Adjusted Model,20744,2022-02-24,-0.00102459,0.0556822448,0.0568483384,21,100
Market-Adjusted Model,20745,2022-02-24,-0.055957391,0.0073263523,0.0019155377,21,100
Market-Adjusted Model,20746,2022-02-24,0.0030769231,0.0597831285,0.0609498516,21,100
Market-Adjusted Model,20747,2022-02-24,0.0041152263,0.060818705,0.0619881549,21,100
Market-Adjusted Model,20748,2022-02-24,-0.004048583,0.0526592703,0.0538243455,21,100
Market-Adjusted Model,20750,2022-02-24,-0.041597338,0.0163878084,0.0162755907,21,100
Market-Adjusted Model,20751,2022-02-24,0.1381578947,0.2560950051,0.1960308233,21,100
Market-Adjusted Model,20752,2022-02-24,0.0005122951,0.0572319798,0.0583852236,21,100
Market-Adjusted Model,20753,2022-02-24,0.0020491803,0.0587607224,0.0599221088,21,100
Market-Adjusted Model,20754,2022-02-24,-0.07977208,0.0063228338,-0.021899151,21,100
Market-Adjusted Model,20755,2022-02-24,2.220446E-16,0.0567062979,0.0578729285,21,100
Market-Adjusted Model,20756,2022-02-24,0.0030769231,0.0597816496,0.0609498516,21,100
Market-Adjusted Model,20760,2022-02-24,0.0020597322,0.0587711493,0.0599326608,21,100
Market-Adjusted Model,20761,2022-02-24,-0.170454545,-0.113971758,-0.112581617,21,100
Market-Adjusted Model,20762,2022-02-24,0.0000202844,0.0567608048,0.0578932129,21,100
Market-Adjusted Model,20763,2022-02-24,0.0041067762,0.0608263517,0.0619797047,21,100
Market-Adjusted Model,20764,2022-02-24,-0.00308642,0.0568526908,0.0547865088,21,100
Market-Adjusted Model,20765,2022-02-24,-0.005781866,0.0570244876,0.0520910626,21,100
Market-Adjusted Model,20767,2022-02-24,-0.02004008,0.0643601986,0.0378328484,21,100
Market-Adjusted Model,20768,2022-02-24,-0.005553869,0.0511821507,0.052319059,21,100
Market-Adjusted Model,20769,2022-02-24,-1.11022E-16,0.056726568,0.0578729285,21,100
Market-Adjusted Model,20775,2022-02-24,0.0025680534,0.0592785397,0.0604409819,21,100
Market-Adjusted Model,20776,2022-02-24,-0.280513919,-0.246930022,-0.22264099,21,100
Market-Adjusted Model,20777,2022-02-24,0.0020533881,0.058756806,0.0599263166,21,100
Market-Adjusted Model,20779,2022-02-24,2.220446E-16,0.0567260739,0.0578729285,21,100
Market-Adjusted Model,20780,2022-02-24,0.0030800821,0.0597803369,0.0609530107,21,100
Market-Adjusted Model,20783,2022-02-24,0.0025654182,0.0592676126,0.0604383467,21,100
Market-Adjusted Model,20784,2022-02-24,-0.290441176,-0.255059748,-0.232568248,21,100
Market-Adjusted Model,20785,2022-02-24,0.0015392509,0.0582558925,0.0594121794,21,100
Market-Adjusted Model,20786,2022-02-24,-0.344827586,-0.322710598,-0.286954658,21,100
Market-Adjusted Model,20787,2022-02-24,-0.041484716,0.0497660424,0.0163882124,21,100
Market-Adjusted Model,20788,2022-02-24,0.1181818182,0.2927105447,0.1760547467,21,100
Market-Adjusted Model,20789,2022-02-24,0.0030769231,0.0597863529,0.0609498516,21,100
